title,author,publisher,isbn,edition,category,language,publication_date,audience,page_count,is_series,series,format,price,description,image
A success guide for the aspiring trader,Omar bin Hamdo Al-Hamoud,Ray pub (دار شعاع),40028,ادارة,الكتروني,عربي,2021,عامة الناس,368,نعم,1,1,4.75,"Explains with a high professionalism the following methods, concepts, principles and activities of trade:
The company and its types and elements
Basic corporate accounts
Distribution, networks and sales methods
Wholesale and retail trade
Business correspondence and communications
Publicity and advertising: its importance, types and methods of influence
Shipping types and insurance methods
Currency and capital markets",https://drive.google.com/open?id=1OgpnEr28s4lEG1m5dYqk8hz3TCUSEnqT
The most important ratios and indicators in the world of business and finance,Mahmoud Fattouh,Ray pub (دار شعاع),40067,ادارة,الكتروني,عربي,2018,اقتصاديين,432,نعم,1,1,6,This book provides a shortcut to the reader to the most important financial metrics. Escort Escort illustrates measures that show how to use the trade in the trade at the moment.,https://drive.google.com/open?id=14a3etkZvhegfrw86CuBK8R1whuvtcT9U
Medical Image Processing: Advanced Fuzzy Set Theoretic Techniques,"Dhiya Al-Jumeily, Abir Hussain, Conor Mallucci, and Carol Oliver",Apress,978-1484208184,تكنولوجيا,الكتروني,انكليزي,2017,مبرمجين,208,لا,1,1,90,"This book is a comprehensive guide to learning ASP.NET Core 3, a modern, cross-platform framework for building web applications. The author covers the fundamentals of ASP.NET Core, including web APIs, routing, middleware, and Razor pages, as well as more advanced topics such as authentication, authorization, and deployment. The book also includes practical examples and exercises to help readers apply what they learn. The book is suitable for web developers with a basic understanding of C# and .NET who want to learn how to build web applications using ASP.NET Core.",https://drive.google.com/open?id=18QkRpyNGDNsMLVuW_4g-z7oPHTrOqzmk
Birth of the Messenger of God -1,Abdul Majeed Tohme,دار المعرفة,9953-85-331-2,تاريخ,الكتروني,عربي,2014,عامة الناس,24,نعم,1,1,3,"This is the biography of the Prophet Muhammad bin Abdullah, may God bless him and grant him peace.
In it, we learn steadfastness in faith and spreading the religion of Islam, and patience with the difficulties and challenges that face us through the events that confronted the Prophet during his fragrant biography.",https://drive.google.com/open?id=1Dml1g9pUA_E6gxgJKqEukM-nayKxx_o9
Beginning Ethical Hacking with Kali Linux: Computational Techniques for Investigating Cybersecurity Incidents,Sanjib Sinha,Apress,978-1484264608,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,461,لا,1,1,40,"This book is a practical guide to learning ethical hacking with Kali Linux, a popular operating system for cybersecurity professionals. The author covers the fundamentals of ethical hacking, including reconnaissance, scanning, exploitation, and post-exploitation techniques, as well as more advanced topics such as wireless network hacking, web application hacking, and password cracking. The book also includes practical examples and exercises to help readers apply what they learn. The book is suitable for beginners in the field of cybersecurity who want to learn ethical hacking using Kali Linux as a tool.",https://drive.google.com/open?id=1FvGOitwjexaf7F-l75-bLI9_Zrk1DbvG
Data Science with SQL Server Quick Start Guide: Integrate SQL Server with Data Science,Dejan Sarka,Apress,978-1484267326,تكنولوجيا,الكتروني,انكليزي,2021,مبرمجين,375,لا,1,1,30,"This book provides a quick start guide to using SQL Server for data science and machine learning. The author explains how to use SQL Server's built-in features for data science, such as R and Python integration, in-database machine learning, and graph processing. The book covers a range of topics, including data preprocessing, feature engineering, model training and evaluation, and model deployment. The author also provides practical examples and code samples to demonstrate how to implement these techniques using SQL Server. Overall, this book is suitable for readers who have a basic understanding of SQL Server and want to learn how to use it for data science and machine learning.",https://drive.google.com/open?id=18u1p6lidPE4wSKFaamP6TK5sS-nCEemz
Fundamentals of scientific research writing and manuscript verification,Youssef Al-Marashly,دار المعرفة,9.79E+12,تربية,الكتروني,عربي,2019,عامة الناس,312,نعم,1,1,10,"
And I decided to study a course in universities, and I put in the book a summary of my experience in the field of research",https://drive.google.com/open?id=1auQYMpmbRptHXX82dcx_BPKii9uExEg5
"Agile Data Science 2.0: Building Full-Stack Data Analytics Applications with Spark""",Russell Jurney,Apress,978-1491960110,تكنولوجيا,ورقي,انكليزي,2017,مبرمجين,352,لا,1,1,30," This book provides a comprehensive guide to building full-stack data analytics applications using the agile development methodology and Apache Spark. The author explains how to use Spark to process large datasets, build machine learning models, and visualize results. The book covers a range of topics, including data preparation, data exploration, data visualization, machine learning, and agile development. The author also provides practical examples and code samples to demonstrate how to implement these techniques using Spark. Overall, this book is suitable for readers who want to learn how to build data analytics applications using Spark and apply agile development principles to their projects.",https://drive.google.com/open?id=1JvwVA69VVUSBiiU7sdJavA6drqs33ar9
 Robert C. Martin,Robert C. Martin,Apress,978-0132350884,تكنولوجيا,الكتروني,انكليزي,2008,مبرمجين,464,لا,1,1,30,"This book provides a comprehensive guide to writing clean, readable, and maintainable code. The author explains the principles and practices of agile software development and provides practical examples and code snippets to demonstrate how to apply these principles in practice. The book covers a range of topics, including code formatting, naming conventions, functions and methods, classes and objects, and testing. The author also provides guidance on how to refactor existing code to improve its quality and maintainability. Overall, this book is suitable for readers who want to improve the quality of their code and learn how to apply agile development principles to their projects.",https://drive.google.com/open?id=1lu-XkoizA8HfKNR23ZDopQgxMpwJ7Wk0
Cloud Defense Strategies with Azure Sentinel,Marshall Copeland,Apress,978-1-4842-7132-2,هندسة,الكتروني,انكليزي,2021,مبرمجين,285,نعم,1,1,12.99,"Use various defense strategies with Azure Sentinel to enhance your cloud security. This book will help you get hands-on experience, including threat hunting inside Azure cloud logs and metrics from services such as Azure Platform, Azure Active Directory, Azure",https://drive.google.com/open?id=17asLxnVo4XphULS5raeyI5NV6F6n3P2N
"Thinking, Fast and Slow", Daniel Kahneman,Apress,978-0374533557,تكنولوجيا,الكتروني,انكليزي,2011,مبرمجين,499,لا,1,1,20," This book explores the two systems of thinking that people use to make decisions. The first system, which is fast and intuitive, is used for quick judgments and automatic responses. The second system, which is slower and more deliberate, is used for more complex tasks and decision-making. The author describes how these systems work, how they interact, and how they can lead to biases and errors in judgment. The book covers a wide range of topics, including heuristics, biases, probability, decision-making, and happiness. Overall, this book is suitable for readers who want to understand how the mind works and how to improve decision-making skills.",https://drive.google.com/open?id=1jKjJSOOyAZHlYEnks8Hlmx7_kemeQAA7
